epoch,train_loss,val_loss,val_recall
1,0.45903422103476804,0.42714500812329476,0.04135187268927825
2,0.41477308598463136,0.4104724819848198,0.04697797781707121
3,0.3953105103579858,0.40695280286529323,0.048357713122220446
4,0.3828522147517943,0.4066477525992397,0.04606708460590473
5,0.3702853674006118,0.4135672115899182,0.04086963510689599
6,0.35449469364509756,0.42430376566816175,0.037413599099823176
7,0.33550150576328164,0.44034092202478664,0.03359588490596367
8,0.3128137923673812,0.46114292900384934,0.028358248941756415
