item_idx,assoc_item_idx,rank,support_count,confidence,lift
4657,3861,3,4,0.0784,14.41
4657,2251,4,3,0.0588,11.66
4657,5988,5,3,0.0588,5.61
4657,843,6,3,0.0588,5.5
113,3964,1,18,0.1268,21.19
113,5527,2,4,0.0282,17.76
113,5815,3,3,0.0211,16.28
113,4185,4,4,0.0282,15.95
113,6840,5,4,0.0282,15.63
113,529,6,15,0.1056,14.16
113,913,7,6,0.0423,12.47
113,6278,8,5,0.0352,12.06
113,2457,9,3,0.0211,7.15
113,4248,10,5,0.0352,5.99
4559,1785,1,44,0.2651,29.07
4559,6612,2,13,0.0783,27.16
4559,1563,3,8,0.0482,24.31
4559,2672,4,11,0.0663,24.19
4559,4185,5,6,0.0361,20.47
4559,996,6,3,0.0181,9.29
4559,2784,7,3,0.0181,7.6
4559,6152,8,3,0.0181,5.12
4559,4816,9,5,0.0301,3.48
4559,529,10,4,0.0241,3.23
4207,4646,1,3,0.0283,60.4
4207,3383,2,4,0.0377,49.86
4207,4738,3,3,0.0283,41.33
4207,1312,4,3,0.0283,35.69
4207,4939,5,12,0.1132,30.5
4207,2938,6,3,0.0283,23.8
4207,4668,7,3,0.0283,22.44
4207,5099,8,10,0.0943,21.28
4207,110,9,3,0.0283,19.63
4207,5886,10,3,0.0283,19.15
6152,1798,1,3,0.0306,32.67
6152,3968,2,3,0.0306,25.74
6152,3841,3,3,0.0306,11.64
6152,5965,4,7,0.0714,9.18
6152,4248,5,5,0.051,8.68
6152,4816,6,5,0.051,5.9
6152,2063,7,3,0.0306,5.74
6152,4609,8,7,0.0714,5.68
6152,4559,9,3,0.0306,5.12
6152,5161,10,4,0.0408,1.78
2390,1357,1,4,0.0267,20.55
2390,7147,2,4,0.0267,20.0
2390,5212,3,9,0.06,15.71
2390,5886,4,3,0.02,13.53
2390,1557,5,3,0.02,13.53
2390,2996,6,9,0.06,13.43
2390,3425,7,3,0.02,12.61
2390,6185,8,3,0.02,12.61
2390,5948,9,3,0.02,12.33
2390,3326,10,4,0.0267,11.21
1147,1137,1,4,0.1429,396.37
1147,1152,2,4,0.1429,304.9
1147,1640,3,7,0.25,154.14
1147,3678,4,3,0.1071,148.64
1147,5068,5,4,0.1429,113.25
1640,1137,1,4,0.0889,246.63
1640,5068,2,11,0.2444,193.78
1640,1147,3,7,0.1556,154.14
1640,3678,4,3,0.0667,92.49
1640,4341,5,3,0.0667,84.08
357,3653,1,4,0.0588,136.01
357,1859,2,3,0.0441,29.14
357,5617,3,3,0.0441,29.14
357,2591,4,3,0.0441,24.98
357,1858,5,5,0.0735,23.45
357,2126,6,3,0.0441,15.69
357,912,7,3,0.0441,13.02
1858,1884,1,4,0.046,39.86
1858,6530,2,3,0.0345,38.27
1858,1894,3,4,0.046,35.44
1858,790,4,7,0.0805,33.82
1858,1921,5,3,0.0345,32.99
1858,5724,6,3,0.0345,31.89
1858,6468,7,3,0.0345,31.89
1858,2588,8,5,0.0575,30.09
1858,2499,9,3,0.0345,28.14
1858,2108,10,3,0.0345,27.34
756,5917,1,6,0.6,1513.42
756,7084,2,5,0.5,554.92
756,2834,3,3,0.3,462.43
756,2349,4,4,0.4,358.01
756,3158,5,3,0.3,308.29
756,6866,6,4,0.4,181.94
3158,6095,1,3,0.1111,440.41
3158,1569,2,3,0.1111,342.54
3158,756,3,3,0.1111,308.29
3158,5315,4,4,0.1481,228.36
3158,6400,5,4,0.1481,216.34
3158,3591,6,4,0.1481,205.53
3158,294,7,6,0.2222,181.35
3158,4451,8,3,0.1111,146.8
3158,2349,9,4,0.1481,132.6
3158,6866,10,7,0.2593,117.92
6400,2172,1,3,0.1579,365.08
6400,6109,2,3,0.1579,365.08
6400,3591,3,4,0.2105,292.06
6400,3158,4,4,0.2105,216.34
6400,294,5,5,0.2632,214.75
2559,3683,1,3,0.1429,247.73
2559,4234,2,4,0.1905,220.21
2559,4431,3,5,0.2381,127.04
465,1505,1,4,1.0,6936.5
465,4635,2,4,1.0,6936.5
465,4951,3,4,1.0,6936.5
1505,465,1,4,1.0,6936.5
1505,4635,2,4,1.0,6936.5
1505,4951,3,4,1.0,6936.5
4635,465,1,4,1.0,6936.5
4635,1505,2,4,1.0,6936.5
4635,4951,3,4,1.0,6936.5
4951,465,1,4,1.0,6936.5
4951,1505,2,4,1.0,6936.5
4951,4635,3,4,1.0,6936.5
654,4283,1,5,0.1351,12.29
654,5066,2,3,0.0811,4.69
1645,7217,1,12,0.1237,55.36
1645,843,2,9,0.0928,8.67
1645,529,3,6,0.0619,8.29
1645,5161,4,9,0.0928,4.05
1645,2670,5,3,0.0309,1.91
2740,3837,1,7,0.2,100.89
2740,4712,2,4,0.1143,88.08
2740,6873,3,3,0.0857,45.74
6873,3850,1,4,0.0769,85.37
6873,5870,2,3,0.0577,66.7
6873,3697,3,9,0.1731,53.96
6873,2740,4,3,0.0577,45.74
6873,4375,5,3,0.0577,38.11
6873,3837,6,3,0.0577,29.1
6873,2064,7,3,0.0577,10.89
529,896,1,4,0.0193,24.37
529,5815,2,6,0.029,22.34
529,913,3,12,0.058,17.11
529,5161,4,79,0.3816,16.65
529,113,5,15,0.0725,14.16
529,996,6,5,0.0242,12.41
529,2670,7,35,0.1691,10.45
529,4871,8,5,0.0242,10.15
529,5111,9,3,0.0145,10.05
529,2457,10,6,0.029,9.81
4443,541,1,18,0.1748,49.99
4443,3007,2,7,0.068,35.58
4443,230,3,17,0.165,25.73
4443,6348,4,11,0.1068,19.62
4443,1938,5,6,0.0583,16.33
4443,4812,6,3,0.0291,14.18
4443,4640,7,3,0.0291,4.67
4443,5161,8,4,0.0388,1.69
4443,5066,9,3,0.0291,1.68
230,3007,1,18,0.1011,52.94
230,541,2,20,0.1124,32.14
230,3975,3,3,0.0169,31.18
230,6348,4,29,0.1629,29.94
230,4443,5,17,0.0955,25.73
230,2100,6,5,0.0281,21.65
230,1938,7,9,0.0506,14.17
230,4812,8,3,0.0169,8.2
230,6888,9,3,0.0169,5.57
230,3392,10,3,0.0169,3.52
3007,541,1,13,0.2453,70.16
3007,230,2,18,0.3396,52.94
3007,4443,3,7,0.1321,35.58
3007,6348,4,8,0.1509,27.74
3007,1938,5,5,0.0943,26.44
1312,1660,1,3,0.1364,315.3
1312,110,2,3,0.1364,94.59
1312,5793,3,3,0.1364,66.38
1312,4207,4,3,0.1364,35.69
1312,5099,5,3,0.1364,30.76
5099,1312,1,3,0.0244,30.76
5099,983,2,7,0.0569,23.92
5099,4207,3,10,0.0813,21.28
5099,5095,4,3,0.0244,16.11
5099,5213,5,3,0.0244,15.74
5099,5955,6,3,0.0244,14.71
5099,996,7,3,0.0244,12.53
5099,4939,8,5,0.0407,10.95
5099,2784,9,3,0.0244,10.25
5099,1379,10,3,0.0244,8.57
3001,5118,1,4,0.0357,110.1
3001,836,2,17,0.1518,44.8
3001,4546,3,16,0.1429,37.75
3001,1379,4,3,0.0268,9.41
3001,148,5,4,0.0357,8.69
3001,5923,6,3,0.0268,8.54
3001,4313,7,3,0.0268,6.88
3001,6044,8,3,0.0268,6.82
3001,1291,9,4,0.0357,4.09
3001,529,10,3,0.0268,3.59
3326,3293,1,3,0.0455,46.71
3326,5739,2,3,0.0455,42.04
3326,3196,3,4,0.0606,24.02
3326,6563,4,5,0.0758,23.62
3326,2390,5,4,0.0606,11.21
3326,5164,6,3,0.0455,6.34
1695,1798,1,4,0.1143,121.96
1695,6574,2,5,0.1429,99.09
1695,3861,3,3,0.0857,15.75
6574,4738,1,3,0.075,109.52
6574,1798,2,4,0.1,106.72
6574,1695,3,5,0.125,99.09
6574,6449,4,3,0.075,67.13
6574,3185,5,3,0.075,61.2
6574,716,6,3,0.075,59.46
6574,5826,7,5,0.125,51.76
6574,3422,8,3,0.075,50.75
6574,4186,9,3,0.075,45.24
6574,5554,10,3,0.075,26.34
1938,628,1,3,0.0303,49.46
1938,2547,2,5,0.0505,46.71
1938,6099,3,5,0.0505,45.2
1938,2597,4,3,0.0303,42.04
1938,3007,5,5,0.0505,26.44
1938,2586,6,6,0.0606,23.04
1938,541,7,7,0.0707,20.23
1938,3799,8,3,0.0303,16.49
1938,4443,9,6,0.0606,16.33
1938,4812,10,3,0.0303,14.75
6099,4341,1,4,0.129,162.73
6099,4812,2,4,0.129,62.81
6099,1938,3,5,0.1613,45.2
4341,6099,1,4,0.1818,162.73
4341,4812,2,6,0.2727,132.76
4341,1640,3,3,0.1364,84.08
4341,6348,4,3,0.1364,25.06
632,4585,1,6,0.2308,228.68
632,5477,2,5,0.1923,205.22
5477,7215,1,3,0.1154,1067.15
5477,4716,2,4,0.1538,853.72
5477,5622,3,4,0.1538,328.36
5477,6507,4,3,0.1154,320.15
5477,632,5,5,0.1923,205.22
4640,4536,1,50,0.289,33.41
4640,6450,2,26,0.1503,31.35
4640,4510,3,11,0.0636,23.52
4640,6068,4,5,0.0289,22.91
4640,3952,5,6,0.0347,19.64
4640,1496,6,8,0.0462,16.24
4640,915,7,5,0.0289,16.04
4640,6799,8,6,0.0347,13.95
4640,1894,9,3,0.0173,13.37
4640,5635,10,3,0.0173,13.0
6450,1894,1,7,0.0526,40.56
6450,1496,2,12,0.0902,31.69
6450,4640,3,26,0.1955,31.35
6450,5886,4,6,0.0451,30.53
6450,6799,5,10,0.0752,30.23
6450,2938,6,4,0.0301,25.29
6450,6399,7,3,0.0226,24.07
6450,3139,8,3,0.0226,21.58
6450,5821,9,3,0.0226,20.19
6450,4536,10,21,0.1579,18.25
619,836,1,5,0.1515,44.72
619,289,2,3,0.0909,21.38
619,1291,3,5,0.1515,17.37
836,3001,1,17,0.1809,44.8
836,619,2,5,0.0532,44.72
836,4546,3,12,0.1277,33.73
836,3436,4,3,0.0319,22.71
836,2174,5,3,0.0319,17.36
836,2271,6,3,0.0319,11.81
836,861,7,3,0.0319,10.67
836,4313,8,3,0.0319,8.2
836,289,9,3,0.0319,7.5
836,1291,10,3,0.0319,3.66
5702,524,1,5,0.0467,44.71
5702,2394,2,4,0.0374,33.46
5702,764,3,3,0.028,32.41
5702,932,4,3,0.028,28.81
5702,757,5,3,0.028,25.93
5702,3294,6,3,0.028,25.93
5702,171,7,3,0.028,24.31
5702,2518,8,3,0.028,23.57
5702,4754,9,3,0.028,22.88
5702,1357,10,3,0.028,21.61
4008,5434,1,7,0.0648,21.41
4008,5257,2,3,0.0278,16.4
4008,4337,3,3,0.0278,14.82
4008,1573,4,5,0.0463,10.44
4008,107,5,3,0.0278,9.88
4008,1124,6,3,0.0278,8.66
4008,2401,7,5,0.0463,6.87
4008,4582,8,3,0.0278,3.32
1089,5959,1,3,0.2308,278.39
1089,3187,2,3,0.2308,228.68
1089,2608,3,6,0.4615,209.93
1089,1590,4,3,0.2308,148.91
3278,2858,1,4,0.0714,28.72
3278,148,2,3,0.0536,13.04
790,2318,1,9,0.1364,199.13
790,1660,2,4,0.0606,140.13
790,5857,3,4,0.0606,129.35
790,1020,4,4,0.0606,112.11
790,2537,5,7,0.1061,91.96
790,1921,6,6,0.0909,86.98
790,2036,7,6,0.0909,78.82
790,4825,8,3,0.0455,74.19
790,7189,9,4,0.0606,70.07
790,2366,10,3,0.0455,70.07
5693,2865,1,4,0.0645,162.73
5693,276,2,10,0.1613,84.44
5693,3754,3,4,0.0645,61.73
5693,340,4,3,0.0484,44.75
5693,1698,5,3,0.0484,44.75
5693,3365,6,3,0.0484,44.75
5693,6956,7,3,0.0484,40.68
5693,5055,8,3,0.0484,34.42
5693,6893,9,3,0.0484,31.22
5693,4344,10,4,0.0645,30.34
3077,5774,1,24,0.1832,38.8
3077,3841,2,11,0.084,31.92
3077,1768,3,4,0.0305,24.21
3077,4561,4,4,0.0305,21.72
3077,340,5,3,0.0229,21.18
3077,3958,6,3,0.0229,16.72
3077,4599,7,3,0.0229,13.81
3077,2418,8,3,0.0229,13.81
3077,6588,9,3,0.0229,12.71
3077,4510,10,4,0.0305,11.3
562,2611,1,3,0.0789,59.2
562,4503,2,3,0.0789,13.78
562,643,3,3,0.0789,13.2
4503,3243,1,5,0.0314,58.17
4503,6831,2,9,0.0566,54.16
4503,2046,3,11,0.0692,49.22
4503,2611,4,5,0.0314,23.58
4503,6686,5,3,0.0189,20.94
4503,7087,6,6,0.0377,18.7
4503,5908,7,3,0.0189,18.7
4503,5486,8,3,0.0189,18.05
4503,5055,9,4,0.0252,17.9
4503,563,10,5,0.0314,17.11
5486,6151,1,6,0.2069,143.51
5486,643,2,6,0.2069,34.58
5486,4503,3,3,0.1034,18.05
6068,3952,1,6,0.1714,97.07
6068,4640,2,5,0.1429,22.91
6068,4536,3,6,0.1714,19.82
618,773,1,10,0.303,152.87
618,4946,2,3,0.0909,66.38
618,5841,3,3,0.0909,50.45
773,618,1,10,0.1818,152.87
773,4946,2,4,0.0727,53.1
773,3417,3,3,0.0545,39.83
773,3124,4,3,0.0545,17.6
4946,5581,1,3,0.0789,182.54
4946,618,2,3,0.0789,66.38
4946,773,3,4,0.1053,53.1
1759,7037,1,3,0.1875,236.47
1759,5905,2,3,0.1875,72.26
7037,1759,1,3,0.1364,236.47
7037,5905,2,3,0.1364,52.55
5917,756,1,6,0.5455,1513.42
5917,1072,2,3,0.2727,445.12
5917,7084,3,4,0.3636,403.58
5917,2349,4,3,0.2727,244.1
5917,6866,5,5,0.4545,206.75
1348,3297,1,33,0.0922,21.86
1348,3496,2,5,0.014,20.4
1348,3919,3,3,0.0084,19.38
1348,2236,4,3,0.0084,16.61
1348,1823,5,6,0.0168,13.29
1348,5304,6,5,0.014,12.92
1348,1817,7,10,0.0279,10.47
1348,6819,8,3,0.0084,9.3
1348,635,9,7,0.0196,9.2
1348,2405,10,8,0.0223,7.38
3919,1348,1,3,0.25,19.38
3919,5066,2,3,0.25,14.45
912,2294,1,6,0.0638,73.79
912,4453,2,7,0.0745,54.37
912,3216,3,11,0.117,33.13
912,1445,4,3,0.0319,31.63
912,1921,5,3,0.0319,30.53
912,2394,6,3,0.0319,28.56
912,7100,7,4,0.0426,27.46
912,2518,8,3,0.0319,26.83
912,6752,9,3,0.0319,26.04
912,207,10,3,0.0319,26.04
3216,4769,1,5,0.051,58.98
3216,4876,2,7,0.0714,34.77
3216,912,3,11,0.1122,33.13
3216,6084,4,4,0.0408,15.73
3216,602,5,3,0.0306,12.68
3928,4502,1,3,0.4286,424.68
3928,6453,2,3,0.4286,339.75
6453,705,1,9,0.2571,356.73
6453,3928,2,3,0.0857,339.75
6453,6035,3,5,0.1429,233.16
6453,4502,4,4,0.1143,113.25
2784,996,1,4,0.0606,31.14
2784,3799,2,3,0.0455,24.73
2784,1097,3,3,0.0455,20.68
2784,1785,4,7,0.1061,11.63
2784,5099,5,3,0.0455,10.25
2784,4559,6,3,0.0455,7.6
2784,529,7,3,0.0455,6.09
2784,5161,8,7,0.1061,4.63
107,1677,1,6,0.0769,30.06
107,668,2,6,0.0769,26.03
107,5186,3,5,0.0641,21.17
107,5434,4,3,0.0385,12.7
107,3547,5,3,0.0385,12.41
107,2401,6,6,0.0769,11.41
107,4008,7,3,0.0385,9.88
107,2147,8,3,0.0385,7.26
5434,1357,1,3,0.0357,27.53
5434,4008,2,7,0.0833,21.41
5434,2401,3,9,0.1071,15.9
5434,1389,4,4,0.0476,15.19
5434,1573,5,5,0.0595,13.43
5434,107,6,3,0.0357,12.7
5434,5186,7,3,0.0357,11.8
5434,2147,8,3,0.0357,6.74
5434,3861,9,3,0.0357,6.56
5434,4283,10,4,0.0476,4.33
1581,5008,1,8,0.5,120.63
1581,4248,2,6,0.375,63.83
1581,6336,3,3,0.1875,37.7
4248,1581,1,6,0.0368,63.83
4248,6336,2,25,0.1534,30.84
4248,5008,3,18,0.1104,26.64
4248,3893,4,3,0.0184,22.2
4248,4860,5,4,0.0245,21.96
4248,5870,6,3,0.0184,21.28
4248,6530,7,3,0.0184,20.43
4248,3850,8,3,0.0184,20.43
4248,2108,9,4,0.0245,19.45
4248,6468,10,3,0.0184,17.02
3952,1460,1,3,0.0612,113.25
3952,6068,2,6,0.1224,97.07
3952,5627,3,3,0.0612,70.78
3952,5164,4,8,0.1633,22.76
3952,4790,5,3,0.0612,19.75
3952,4640,6,6,0.1224,19.64
3952,4536,7,8,0.1633,18.87
265,2125,1,5,0.0253,58.39
265,1869,2,3,0.0152,32.34
265,3359,3,3,0.0152,15.01
265,5212,4,11,0.0556,14.54
265,2980,5,3,0.0152,14.01
265,3904,6,3,0.0152,13.56
265,4668,7,3,0.0152,12.01
265,2390,8,11,0.0556,10.28
265,2996,9,7,0.0354,7.91
265,7130,10,3,0.0152,6.67
2125,265,1,5,0.4167,58.39
602,1587,1,3,0.0448,112.94
602,4558,2,3,0.0448,103.53
602,4876,3,8,0.1194,58.12
602,1160,4,3,0.0448,38.82
602,3133,5,3,0.0448,24.36
602,3216,6,3,0.0448,12.68
1587,602,1,3,0.2727,112.94
5208,7113,1,6,0.2222,205.53
5208,4480,2,3,0.1111,88.08
7113,5208,1,6,0.2,205.53
7113,5597,2,4,0.1333,184.97
4982,4598,1,4,0.3077,328.36
4982,6289,2,3,0.2308,278.39
6289,6899,1,6,0.2609,904.76
6289,6309,2,3,0.1304,904.76
6289,1009,3,5,0.2174,670.19
6289,5845,4,4,0.1739,603.17
6289,3890,5,4,0.1739,536.15
6289,4598,6,11,0.4783,510.38
6289,6887,7,5,0.2174,502.64
6289,5542,8,3,0.1304,452.38
6289,6914,9,8,0.3478,344.67
6289,4982,10,3,0.1304,278.39
3697,5870,1,5,0.0562,64.95
3697,6873,2,9,0.1011,53.96
3697,3850,3,4,0.0449,49.88
3697,5793,4,8,0.0899,43.75
3697,4375,5,4,0.0449,29.69
3697,3837,6,5,0.0562,28.34
3697,4712,7,3,0.0337,25.98
3697,4816,8,3,0.0337,3.9
3697,5988,9,3,0.0337,3.21
2295,3606,1,4,0.3077,474.29
2295,5975,2,6,0.4615,150.66
2295,5066,3,6,0.4615,26.68
5446,5567,1,7,0.1458,202.31
5446,2611,2,3,0.0625,46.87
5446,6850,3,4,0.0833,32.57
5446,643,4,7,0.1458,24.38
5446,4313,5,3,0.0625,16.06
5446,2617,6,3,0.0625,14.7
5446,4503,7,4,0.0833,14.54
5567,5446,1,7,0.35,202.31
5567,4313,2,5,0.25,64.23
2175,5066,1,9,0.5294,30.6
4876,4558,1,3,0.0526,121.69
4876,4769,2,4,0.0702,81.13
4876,602,3,8,0.1404,58.12
4876,3216,4,7,0.1228,34.77
4876,912,5,5,0.0877,25.89
3837,5571,1,6,0.1091,168.16
3837,2740,2,7,0.1273,100.89
3837,6873,3,3,0.0545,29.1
3837,3697,4,5,0.0909,28.34
3837,4609,5,3,0.0545,4.34
2940,1038,1,3,0.2,924.87
2940,5773,2,4,0.2667,616.58
2940,5474,3,3,0.2,616.58
2940,3475,4,5,0.3333,616.58
2940,368,5,4,0.2667,411.05
2940,4128,6,3,0.2,326.42
2940,3513,7,3,0.2,264.25
2940,167,8,3,0.2,231.22
3475,2940,1,5,0.3333,616.58
3475,167,2,3,0.2,231.22
3475,6866,3,4,0.2667,121.29
1210,4598,1,3,1.0,1067.15
4598,1210,1,3,0.1154,1067.15
4598,5845,2,5,0.1923,666.97
4598,6899,3,4,0.1538,533.58
4598,6289,4,11,0.4231,510.38
4598,6914,5,12,0.4615,457.35
4598,3890,6,3,0.1154,355.72
4598,1009,7,3,0.1154,355.72
4598,4982,8,4,0.1538,328.36
4598,6887,9,3,0.1154,266.79
719,4209,1,4,0.2,792.74
719,5129,2,4,0.2,326.42
719,1590,3,9,0.45,290.37
719,995,4,4,0.2,277.46
719,2303,5,5,0.25,161.31
719,2608,6,3,0.15,68.23
1676,2278,1,3,0.0429,33.03
1676,5587,2,3,0.0429,25.85
1676,4337,3,3,0.0429,22.87
1676,6709,4,3,0.0429,14.16
1676,2617,5,3,0.0429,10.08
1676,1533,6,3,0.0429,8.14
1676,4283,7,3,0.0429,3.9
1676,5066,8,3,0.0429,2.48
5527,6022,1,6,0.1364,58.21
5527,5117,2,3,0.0682,26.64
5527,113,3,4,0.0909,17.76
5527,3392,4,3,0.0682,14.22
5527,6232,5,3,0.0682,8.6
5587,4227,1,3,0.0652,72.38
5587,1461,2,3,0.0652,72.38
5587,5080,3,5,0.1087,68.54
5587,5055,4,3,0.0652,46.4
5587,1676,5,3,0.0652,25.85
6336,1581,1,3,0.0217,37.7
6336,4248,2,25,0.1812,30.84
6336,2064,3,20,0.1449,27.35
6336,3632,4,3,0.0217,26.22
6336,3754,5,3,0.0217,20.8
6336,1894,6,3,0.0217,16.75
6336,5988,7,14,0.1014,9.67
6336,5008,8,5,0.0362,8.74
6336,3429,9,3,0.0217,8.74
6336,2063,10,6,0.0435,8.15
1534,6859,1,4,0.0444,51.38
1534,1859,2,4,0.0444,29.36
1534,2862,3,4,0.0444,19.27
1534,2591,4,3,0.0333,18.87
1534,6160,5,3,0.0333,14.68
1534,2147,6,4,0.0444,8.39
1534,1785,7,3,0.0333,3.66
1534,5988,8,3,0.0333,3.18
6461,5201,1,3,0.0698,113.87
6461,4976,2,4,0.093,83.26
6461,1506,3,3,0.0698,69.13
6461,1379,4,7,0.1628,57.17
6461,7035,5,3,0.0698,47.21
6461,790,6,3,0.0698,29.33
23,171,1,4,0.1379,119.59
23,6070,2,3,0.1034,98.98
23,6901,3,3,0.1034,98.98
23,5948,4,4,0.1379,85.05
23,1612,5,3,0.1034,84.42
23,5904,6,3,0.1034,68.34
23,6495,7,3,0.1034,62.4
23,6041,8,3,0.1034,58.58
23,4955,9,3,0.1034,57.41
23,6022,10,3,0.1034,44.16
2617,5198,1,3,0.0254,70.54
2617,3243,2,4,0.0339,62.7
2617,5278,3,3,0.0254,58.78
2617,2975,4,3,0.0254,54.26
2617,6062,5,9,0.0763,54.26
2617,5119,6,4,0.0339,49.5
2617,7087,7,11,0.0932,46.19
2617,4769,8,3,0.0254,29.39
2617,563,9,6,0.0508,27.66
2617,6762,10,4,0.0339,26.87
6062,2617,1,9,0.2308,54.26
6062,7087,2,4,0.1026,50.82
2184,3907,1,3,0.0405,59.2
2184,2255,2,4,0.0541,42.85
2184,3844,3,4,0.0541,38.46
2184,4599,4,4,0.0541,32.6
2184,5664,5,5,0.0676,31.25
2184,3841,6,6,0.0811,30.82
2184,6480,7,3,0.0405,22.96
2184,4749,8,3,0.0405,19.73
2184,6160,9,3,0.0405,17.85
2184,6888,10,3,0.0405,13.39
4599,3284,1,4,0.087,86.17
4599,6530,2,3,0.0652,72.38
4599,1884,3,3,0.0652,56.55
4599,3844,4,3,0.0652,46.4
4599,4749,5,4,0.087,42.33
4599,2184,6,4,0.087,32.6
4599,6888,7,3,0.0652,21.54
4599,3077,8,3,0.0652,13.81
4599,6450,9,3,0.0652,13.61
4558,4876,1,3,0.25,121.69
4558,602,2,3,0.25,103.53
2546,6709,1,4,0.1143,37.75
6709,2546,1,4,0.0476,37.75
6709,2311,2,3,0.0357,30.03
6709,6283,3,3,0.0357,22.02
6709,2401,4,12,0.1429,21.2
6709,6785,5,4,0.0476,20.02
6709,1124,6,4,0.0476,14.85
6709,1676,7,3,0.0357,14.16
6709,1389,8,3,0.0357,11.39
6785,752,1,3,0.0455,78.82
6785,6817,2,3,0.0455,43.49
6785,6127,3,3,0.0455,26.83
6785,6709,4,4,0.0606,20.02
6785,5066,5,3,0.0455,2.63
294,685,1,3,0.0882,349.74
294,3591,2,6,0.1765,244.82
294,104,3,4,0.1176,233.16
294,6400,4,5,0.1471,214.75
294,167,5,6,0.1765,204.01
294,6109,6,3,0.0882,204.01
294,3158,7,6,0.1765,181.35
294,3090,8,3,0.0882,153.01
294,6866,9,5,0.1471,66.89
1860,5710,1,3,0.25,533.58
5710,1860,1,3,0.2308,533.58
1635,2236,1,4,0.0476,94.37
1635,1385,2,3,0.0357,70.78
1635,1823,3,5,0.0595,47.19
1635,7067,4,6,0.0714,46.09
1635,5304,5,4,0.0476,44.04
1635,2185,6,3,0.0357,39.64
1635,6819,7,3,0.0357,39.64
1635,6142,8,3,0.0357,14.36
1635,1996,9,3,0.0357,13.04
1635,1654,10,3,0.0357,12.87
3964,1117,1,3,0.0181,55.71
3964,6524,2,9,0.0542,45.58
3964,2586,3,13,0.0783,29.77
3964,113,4,18,0.1084,21.19
3964,366,5,6,0.0361,19.66
3964,913,6,10,0.0602,17.78
3964,1938,7,7,0.0422,11.82
3964,6840,8,3,0.0181,10.03
3964,2457,9,4,0.0241,8.15
3964,529,10,9,0.0542,7.27
4301,6156,1,5,0.1667,58.54
4301,1496,2,5,0.1667,58.54
6156,1496,1,14,0.1772,62.24
6156,6421,2,9,0.1139,59.64
6156,4301,3,5,0.0633,58.54
6156,1894,4,5,0.0633,48.78
6156,6100,5,3,0.038,30.99
6156,6450,6,4,0.0506,10.56
6156,4640,7,5,0.0633,10.15
6156,5164,8,3,0.038,5.29
6156,1348,9,3,0.038,2.94
1008,3178,1,8,0.5333,986.52
1008,5204,2,12,0.8,887.87
5204,1008,1,12,0.48,887.87
5204,3178,2,11,0.44,813.88
2147,6216,1,3,0.0204,62.92
2147,5258,2,10,0.068,33.71
2147,1543,3,7,0.0476,23.18
2147,2185,4,3,0.0204,22.65
2147,7067,5,4,0.0272,17.56
2147,3758,6,3,0.0204,16.18
2147,4086,7,4,0.0272,14.52
2147,289,8,8,0.0544,12.8
2147,4582,9,15,0.102,12.2
2147,7145,10,3,0.0204,12.05
4256,6822,1,4,0.2105,389.42
6822,4256,1,4,0.2667,389.42
6822,5367,2,3,0.2,80.42
2815,6133,1,3,0.0811,74.99
2815,3392,2,3,0.0811,16.91
3392,782,1,3,0.0226,56.9
3392,301,2,3,0.0226,41.72
3392,1097,3,8,0.0602,27.36
3392,6278,4,7,0.0526,18.03
3392,2815,5,3,0.0226,16.91
3392,5527,6,3,0.0226,14.22
3392,4512,7,4,0.0301,13.68
3392,843,8,18,0.1353,12.64
3392,4871,9,4,0.0301,12.64
3392,3000,10,4,0.0301,11.59
6133,2815,1,3,0.1,74.99
6133,4275,2,3,0.1,67.67
6133,635,3,3,0.1,47.03
6133,5066,4,3,0.1,5.78
3416,4729,1,3,0.0667,205.53
3416,5795,2,5,0.1111,81.13
3416,2816,3,3,0.0667,77.07
3416,1787,4,5,0.1111,62.92
5795,3416,1,5,0.1316,81.13
5795,1787,2,5,0.1316,74.51
5795,6633,3,3,0.0789,36.51
5795,1306,4,3,0.0789,30.42
3694,6788,1,3,0.4286,1081.01
6788,3694,1,3,0.2727,1081.01
6788,3198,2,3,0.2727,756.71
2547,1938,1,5,0.1667,46.71
2547,541,2,3,0.1,28.6
5492,643,1,3,0.5,83.57
2501,5425,1,4,0.069,24.53
2501,5962,2,6,0.1034,19.26
2501,6232,3,7,0.1207,15.22
2501,5161,4,3,0.0517,2.26
6817,3868,1,3,0.1034,114.81
6817,6283,2,3,0.1034,63.78
6817,6785,3,3,0.1034,43.49
2405,5545,1,5,0.0595,103.22
2405,1817,2,13,0.1548,58.03
2405,3922,3,3,0.0357,52.15
2405,2624,4,8,0.0952,44.04
2405,1654,5,9,0.1071,38.61
2405,5304,6,3,0.0357,33.03
2405,6762,7,3,0.0357,28.31
2405,537,8,3,0.0357,27.53
2405,5194,9,3,0.0357,27.53
2405,635,10,3,0.0357,16.8
2624,5545,1,3,0.05,86.71
2624,1654,2,13,0.2167,78.07
2624,7067,3,6,0.1,64.53
2624,2405,4,8,0.1333,44.04
2624,1817,5,5,0.0833,31.25
2624,4582,6,4,0.0667,7.97
2624,5066,7,3,0.05,2.89
7051,7079,1,3,0.0309,50.48
7051,5908,2,3,0.0309,30.65
7051,3023,3,6,0.0619,28.6
7051,4546,4,3,0.0309,8.17
7051,2401,5,3,0.0309,4.59
4512,3339,1,5,0.082,81.22
4512,3896,2,3,0.0492,59.33
