item_idx,assoc_item_idx,rank,support_count,confidence,lift
4512,3000,3,4,0.0656,25.27
4512,6278,4,3,0.0492,16.85
4512,913,5,3,0.0492,14.52
4512,3392,6,4,0.0656,13.68
4512,5161,7,3,0.0492,2.15
404,2792,1,4,0.3636,388.06
2792,3538,1,6,0.2308,582.08
2792,223,2,4,0.1538,426.86
2792,404,3,4,0.1538,388.06
867,3263,1,4,0.0597,207.06
867,5190,2,3,0.0448,31.06
867,7035,3,3,0.0448,30.3
867,970,4,3,0.0448,28.89
867,5213,5,3,0.0448,28.89
867,790,6,4,0.0597,25.1
867,4344,7,3,0.0448,21.06
867,6888,8,3,0.0448,14.79
867,4500,9,3,0.0448,9.56
867,2401,10,3,0.0448,6.64
3263,867,1,4,0.5,207.06
752,6785,1,3,0.1875,78.82
5117,5527,1,3,0.0423,26.64
5117,5962,2,6,0.0845,15.74
5117,6232,3,5,0.0704,8.88
915,6023,1,6,0.12,95.13
915,6799,2,8,0.16,64.34
915,4640,3,5,0.1,16.04
915,4536,4,6,0.12,13.87
915,6450,5,3,0.06,12.52
915,5164,6,3,0.06,8.37
1345,6972,1,3,0.6,1189.11
6972,1345,1,3,0.2143,1189.11
2202,4510,1,8,0.16,59.19
2202,1848,2,3,0.06,42.69
2202,3136,3,3,0.06,30.83
2202,3841,4,3,0.06,22.8
2202,2214,5,3,0.06,20.55
2202,4790,6,3,0.06,19.36
2202,6450,7,4,0.08,16.69
2202,4536,8,3,0.06,6.94
4510,2202,1,8,0.1067,59.19
4510,4790,2,10,0.1333,43.02
4510,2214,3,9,0.12,41.11
4510,3284,4,3,0.04,39.64
4510,4553,5,3,0.04,24.66
4510,4640,6,11,0.1467,23.52
4510,1994,7,3,0.04,21.76
4510,3242,8,3,0.04,20.18
4510,1858,9,3,0.04,12.76
4510,3077,10,4,0.0533,11.3
40,931,1,4,0.25,495.46
40,3262,2,5,0.3125,456.35
3262,40,1,5,0.2632,456.35
6278,3000,1,6,0.0741,28.55
6278,3799,2,3,0.037,20.15
6278,3392,3,7,0.0864,18.03
6278,4512,4,3,0.037,16.85
6278,113,5,5,0.0617,12.06
6278,843,6,8,0.0988,9.23
6278,4582,7,4,0.0494,5.91
6278,5066,8,3,0.037,2.14
2126,5776,1,5,0.0641,57.37
2126,3681,2,3,0.0385,18.4
2126,357,3,3,0.0385,15.69
2126,1845,4,3,0.0385,11.99
2126,2147,5,3,0.0385,7.26
2126,4283,6,3,0.0385,3.5
5776,667,1,3,0.0968,72.57
5776,2126,2,5,0.1613,57.37
5776,3681,3,3,0.0968,46.29
1156,2996,1,9,0.5625,125.86
2996,1156,1,9,0.0726,125.86
2996,445,2,3,0.0242,51.64
2996,5212,3,17,0.1371,35.89
2996,4288,4,3,0.0242,21.65
2996,990,5,4,0.0323,20.81
2996,6431,6,3,0.0242,14.28
2996,2390,7,9,0.0726,13.43
2996,1553,8,3,0.0242,10.83
2996,6142,9,3,0.0242,9.73
2996,265,10,7,0.0565,7.91
2885,148,1,3,0.0938,22.82
2885,5066,2,3,0.0938,5.42
705,6035,1,6,0.3,489.64
705,6453,2,9,0.45,356.73
2298,4939,1,3,1.0,269.38
4939,2298,1,3,0.0291,269.38
4939,4207,2,12,0.1165,30.5
4939,110,3,4,0.0388,26.94
4939,5080,4,4,0.0388,24.49
4939,5886,5,3,0.0291,19.71
4939,6142,6,5,0.0485,19.52
4939,1379,7,4,0.0388,13.64
4939,617,8,3,0.0291,12.43
4939,983,9,3,0.0291,12.24
4939,6563,10,4,0.0388,12.11
5212,3932,1,3,0.0283,39.26
5212,2996,2,17,0.1604,35.89
5212,3847,3,3,0.0283,26.18
5212,7147,4,3,0.0283,21.22
5212,1557,5,3,0.0283,19.15
5212,2390,6,9,0.0849,15.71
5212,265,7,11,0.1038,14.54
5212,6563,8,4,0.0377,11.76
5212,7000,9,3,0.0283,11.72
5212,485,10,3,0.0283,11.55
2064,6336,1,20,0.1361,27.35
2064,5988,2,38,0.2585,24.65
2064,7152,3,13,0.0884,14.43
2064,6873,4,3,0.0204,10.89
2064,4248,5,8,0.0544,9.26
2064,5008,6,5,0.034,8.21
2064,4609,7,6,0.0408,3.24
2064,4283,8,5,0.034,3.09
2064,529,9,3,0.0204,2.74
2064,4582,10,3,0.0204,2.44
2964,7199,1,3,0.12,554.92
2964,2899,2,4,0.16,143.21
7199,2964,1,3,0.5,554.92
7063,148,1,3,0.1667,40.56
1496,6156,1,14,0.1772,62.24
1496,4301,2,5,0.0633,58.54
1496,6421,3,5,0.0633,33.13
1496,6450,4,12,0.1519,31.69
1496,1894,5,3,0.038,29.27
1496,4640,6,8,0.1013,16.24
1496,4248,7,4,0.0506,8.62
1496,5164,8,4,0.0506,7.06
1496,4536,9,3,0.038,4.39
6982,7124,1,17,0.2537,306.09
6982,6257,2,13,0.194,105.56
6982,1055,3,3,0.0448,56.47
7124,6982,1,17,0.7391,306.09
7124,6257,2,8,0.3478,189.23
913,1699,1,3,0.0319,40.25
913,2457,2,11,0.117,39.6
913,4206,3,3,0.0319,28.56
913,5794,4,3,0.0319,27.67
913,3964,5,10,0.1064,17.78
913,529,6,12,0.1277,17.11
913,4512,7,3,0.0319,14.52
913,113,8,6,0.0638,12.47
913,6888,9,3,0.0319,10.54
913,643,10,3,0.0319,5.33
5258,1543,1,8,0.1429,69.54
5258,2147,2,10,0.1786,33.71
5258,289,3,8,0.1429,33.59
5258,4186,4,3,0.0536,32.31
5258,7000,5,3,0.0536,22.18
5258,222,6,5,0.0893,18.35
5258,4582,7,8,0.1429,17.08
5258,5066,8,6,0.1071,6.19
5258,1291,9,3,0.0536,6.14
2293,2668,1,4,0.16,211.4
2293,4403,2,3,0.12,184.97
2293,4738,3,3,0.12,175.24
2668,2151,1,3,0.1429,396.37
2668,2077,2,3,0.1429,330.31
2668,5085,3,3,0.1429,330.31
2668,2293,4,4,0.1905,211.4
366,2457,1,8,0.1569,53.08
366,3964,2,6,0.1176,19.66
2457,366,1,8,0.0976,53.08
2457,5216,2,4,0.0488,46.67
2457,913,3,11,0.1341,39.6
2457,942,4,3,0.0366,26.03
2457,2586,5,3,0.0366,13.91
2457,1938,6,4,0.0488,13.67
2457,529,7,6,0.0732,9.81
2457,3964,8,4,0.0488,8.15
2457,113,9,3,0.0366,7.15
2457,5161,10,6,0.0732,3.19
3678,4965,1,4,0.2,554.92
3678,1147,2,3,0.15,148.64
3678,1640,3,3,0.15,92.49
4965,3678,1,4,0.4,554.92
2394,5280,1,3,0.0968,383.59
2394,2742,2,3,0.0968,157.95
2394,1537,3,4,0.129,132.6
2394,3294,4,4,0.129,119.34
2394,4668,5,4,0.129,102.29
2394,3139,6,3,0.0968,92.59
2394,524,7,3,0.0968,92.59
2394,4656,8,3,0.0968,86.62
2394,5095,9,4,0.129,85.24
2394,171,10,3,0.0968,83.91
5280,2394,1,3,0.4286,383.59
601,2063,1,7,0.0986,18.48
601,4609,2,14,0.1972,15.68
601,4053,3,4,0.0563,15.18
601,6888,4,3,0.0423,13.96
601,5965,5,7,0.0986,12.66
601,4816,6,6,0.0845,9.77
601,4248,7,3,0.0423,7.19
601,4283,8,4,0.0563,5.13
601,2670,9,3,0.0423,2.61
4769,2678,1,3,0.125,289.02
4769,488,2,3,0.125,123.87
4769,4876,3,4,0.1667,81.13
4769,3216,4,5,0.2083,58.98
4769,2617,5,3,0.125,29.39
2311,6353,1,3,0.0909,280.26
2311,1660,2,3,0.0909,210.2
2311,4825,3,4,0.1212,197.83
2311,4738,4,4,0.1212,177.01
2311,1798,5,3,0.0909,97.01
2311,793,6,3,0.0909,90.08
2311,524,7,3,0.0909,86.98
2311,5573,8,4,0.1212,84.08
2311,3365,9,3,0.0909,84.08
2311,4976,10,3,0.0909,81.37
3365,4754,1,4,0.1333,108.81
3365,4086,2,6,0.2,106.72
3365,5448,3,3,0.1,92.49
3365,2311,4,3,0.1,84.08
3365,3185,5,3,0.1,81.61
3365,3052,6,3,0.1,69.36
3365,243,7,3,0.1,63.06
3365,5948,8,3,0.1,61.66
3365,73,9,3,0.1,47.03
3365,5693,10,3,0.1,44.75
4738,4646,1,8,0.4211,898.66
4738,2558,2,6,0.3158,438.09
4738,4403,3,5,0.2632,405.64
4738,2277,4,3,0.1579,365.08
4738,5201,5,4,0.2105,343.6
4738,2311,6,4,0.2105,177.01
4738,2293,7,3,0.1579,175.24
4738,5095,8,5,0.2632,173.85
4738,524,9,3,0.1579,151.07
4738,7035,10,4,0.2105,142.47
4086,3365,1,6,0.1154,106.72
4086,1506,2,4,0.0769,76.23
4086,524,3,4,0.0769,73.6
4086,2852,4,4,0.0769,62.77
4086,1798,5,3,0.0577,61.57
4086,793,6,3,0.0577,57.17
4086,171,7,3,0.0577,50.02
4086,4668,8,3,0.0577,45.74
4086,4850,9,3,0.0577,42.12
4086,609,10,3,0.0577,42.12
541,3007,1,13,0.134,70.16
541,4443,2,18,0.1856,49.99
541,2495,3,3,0.0309,45.16
541,2597,4,3,0.0309,42.91
541,230,5,20,0.2062,32.14
541,2547,6,3,0.0309,28.6
541,6348,7,12,0.1237,22.73
541,1938,8,7,0.0722,20.23
541,529,9,3,0.0309,4.15
541,5161,10,5,0.0515,2.25
6348,6154,1,3,0.0199,55.12
6348,230,2,29,0.1921,29.94
6348,3007,3,8,0.053,27.74
6348,4341,4,3,0.0199,25.06
6348,541,5,12,0.0795,22.73
6348,4443,6,11,0.0728,19.62
6348,4812,7,5,0.0331,16.12
6348,843,8,5,0.0331,3.09
6348,4816,9,4,0.0265,3.06
6348,4536,10,4,0.0265,3.06
3297,2255,1,9,0.0769,60.98
3297,4453,2,6,0.0513,37.44
3297,1887,3,4,0.0342,33.88
3297,1921,4,4,0.0342,32.71
3297,4288,5,4,0.0342,30.6
3297,4291,6,4,0.0342,24.32
3297,1348,7,33,0.2821,21.86
3297,4186,8,4,0.0342,20.62
3297,243,9,3,0.0256,16.17
3297,2371,10,3,0.0256,16.17
31,271,1,7,0.2414,239.19
31,2217,2,4,0.1379,60.75
271,2460,1,5,0.1786,291.45
271,31,2,7,0.25,239.19
271,5327,3,9,0.3214,212.34
3921,5201,1,4,0.1212,197.83
3921,2558,2,3,0.0909,126.12
3921,6956,3,4,0.1212,101.91
3921,6530,4,3,0.0909,100.89
3921,993,5,3,0.0909,97.01
3921,1921,6,3,0.0909,86.98
3921,6070,7,3,0.0909,86.98
3921,757,8,3,0.0909,84.08
3921,3982,9,3,0.0909,78.82
3921,3958,10,3,0.0909,66.38
3196,4941,1,4,0.0571,79.27
3196,3375,2,4,0.0571,58.72
3196,2938,3,4,0.0571,48.05
3196,3754,4,3,0.0429,41.0
3196,1921,5,3,0.0429,41.0
3196,6205,6,4,0.0571,40.65
3196,5519,7,4,0.0571,36.87
3196,2454,8,3,0.0429,31.29
3196,6893,9,3,0.0429,27.65
3196,3425,10,3,0.0429,27.03
6205,3196,1,4,0.1026,40.65
2588,6468,1,4,0.0755,69.8
2588,2294,2,3,0.0566,65.44
2588,6399,3,3,0.0566,60.4
2588,2108,4,4,0.0755,59.83
2588,7186,5,6,0.1132,59.27
2588,1887,6,3,0.0566,56.09
2588,4749,7,6,0.1132,55.11
2588,1921,8,3,0.0566,54.16
2588,6070,9,3,0.0566,54.16
2588,4288,10,3,0.0566,50.66
4258,7119,1,4,0.1667,44.9
7119,4258,1,4,0.0388,44.9
7119,2837,2,3,0.0291,40.41
7119,2115,3,3,0.0291,29.93
7119,6468,4,3,0.0291,26.94
7119,1557,5,3,0.0291,19.71
7119,4186,6,3,0.0291,17.57
7119,3564,7,5,0.0485,15.31
7119,1677,8,4,0.0388,15.18
7119,148,9,5,0.0485,11.81
7119,6563,10,3,0.0291,9.08
6612,4559,1,13,0.1625,27.16
6612,1097,2,4,0.05,22.74
6612,3799,3,3,0.0375,20.4
6612,1785,4,8,0.1,10.97
6612,2670,5,5,0.0625,3.86
678,4656,1,5,0.1786,159.83
678,2115,2,3,0.1071,110.1
678,6504,3,4,0.1429,90.08
678,2518,4,3,0.1071,90.08
678,2186,5,3,0.1071,37.16
4656,678,1,5,0.1613,159.83
4656,3494,2,3,0.0968,103.27
4656,4380,3,3,0.0968,89.5
4656,2394,4,3,0.0968,86.62
4656,6495,5,3,0.0968,58.37
4656,2782,6,3,0.0968,36.78
1660,4825,1,4,0.3333,544.04
1660,2366,2,3,0.25,385.36
1660,1312,3,3,0.25,315.3
1660,524,4,3,0.25,239.19
1660,2311,5,3,0.25,210.2
1660,7035,6,3,0.25,169.18
1660,790,7,4,0.3333,140.13
1660,983,8,3,0.25,105.1
4825,6353,1,4,0.2353,725.39
4825,2366,2,6,0.3529,544.04
4825,1660,3,4,0.2353,544.04
4825,793,4,4,0.2353,233.16
4825,3294,5,4,0.2353,217.62
4825,764,6,3,0.1765,204.01
4825,2311,7,4,0.2353,197.83
4825,3375,8,3,0.1765,181.35
4825,524,9,3,0.1765,168.84
4825,5573,10,3,0.1765,122.41
613,3664,1,3,0.3,640.29
613,6890,2,3,0.3,438.09
6890,4006,1,3,0.1579,1095.24
6890,5474,2,4,0.2105,649.03
6890,1634,3,4,0.2105,584.13
6890,613,4,3,0.1579,438.09
6890,6739,5,3,0.1579,438.09
6890,2086,6,3,0.1579,398.27
6890,4128,7,4,0.2105,343.6
6890,5986,8,3,0.1579,337.0
6890,3664,9,3,0.1579,337.0
6890,4434,10,3,0.1579,337.0
5986,1072,1,4,0.3077,502.19
5986,4128,2,3,0.2308,376.64
5986,5315,3,3,0.2308,355.72
5986,6890,4,3,0.2308,337.0
5986,7084,5,3,0.2308,256.12
5986,6866,6,4,0.3077,139.95
300,656,1,4,0.5,1156.08
300,3779,2,4,0.5,1156.08
300,1772,3,4,0.5,603.17
1772,300,1,4,0.1739,603.17
1772,2071,2,5,0.2174,354.81
1772,656,3,3,0.1304,301.59
1772,2040,4,3,0.1304,301.59
1772,5388,5,4,0.1739,201.06
1772,7001,6,3,0.1304,95.24
3591,6400,1,4,0.2,292.06
3591,294,2,6,0.3,244.82
3591,3158,3,4,0.2,205.53
4451,3158,1,3,0.1429,146.8
2826,896,1,7,0.1061,133.76
2826,3045,2,3,0.0455,105.1
2826,1563,3,9,0.1364,68.79
2826,1785,4,16,0.2424,26.59
2826,6232,5,11,0.1667,21.02
2826,7217,6,3,0.0455,20.34
2826,5161,7,17,0.2576,11.24
2826,2670,8,3,0.0455,2.81
3513,1038,1,5,0.2381,1101.03
3513,6936,2,3,0.1429,660.62
3513,6095,3,3,0.1429,566.24
3513,1322,4,3,0.1429,440.41
3513,5474,5,3,0.1429,440.41
3513,4693,6,3,0.1429,440.41
3513,4434,7,4,0.1905,406.53
3513,3180,8,3,0.1429,396.37
3513,368,9,5,0.2381,367.01
3513,5773,10,3,0.1429,330.31
524,6353,1,4,0.1379,425.23
524,1660,2,3,0.1034,239.19
524,5201,3,4,0.1379,225.12
524,4825,4,3,0.1034,168.84
524,6057,5,3,0.1034,168.84
524,2366,6,3,0.1034,159.46
524,4738,7,3,0.1034,151.07
524,1798,8,4,0.1379,147.19
524,2558,9,3,0.1034,143.51
524,793,10,4,0.1379,136.68
2558,5201,1,8,0.4,652.85
2558,4646,2,5,0.25,533.58
2558,4738,3,6,0.3,438.09
2558,2845,4,5,0.25,346.82
2558,2277,5,3,0.15,346.82
2558,4403,6,4,0.2,308.29
2558,524,7,3,0.15,143.51
2558,5095,8,4,0.2,132.12
2558,2938,9,3,0.15,126.12
2558,3921,10,3,0.15,126.12
5201,2558,1,8,0.4706,652.85
5201,3846,2,3,0.1765,445.12
5201,4738,3,4,0.2353,343.6
5201,2845,4,3,0.1765,244.82
5201,1506,5,4,0.2353,233.16
5201,524,6,4,0.2353,225.12
5201,7035,7,5,0.2941,199.04
5201,3921,8,4,0.2353,197.83
5201,3139,9,3,0.1765,168.84
5201,5095,10,4,0.2353,155.44
2490,4398,1,10,0.2941,240.02
2490,2558,2,3,0.0882,122.41
2490,340,3,3,0.0882,81.61
2490,3847,4,3,0.0882,81.61
2490,2862,5,5,0.1471,63.75
2490,6734,6,3,0.0882,52.09
2490,6588,7,3,0.0882,48.96
2490,5270,8,3,0.0882,32.21
2845,2558,1,5,0.25,346.82
2845,4646,2,3,0.15,320.15
2845,4403,3,4,0.2,308.29
2845,5201,4,3,0.15,244.82
2845,5095,5,6,0.3,198.19
4646,4738,1,8,0.6154,898.66
4646,4403,2,5,0.3846,592.86
4646,2558,3,5,0.3846,533.58
4646,2277,4,3,0.2308,533.58
4646,2845,5,3,0.2308,320.15
4646,3359,6,3,0.2308,228.68
4646,5095,7,3,0.2308,152.45
4646,4344,8,3,0.2308,108.52
4646,4207,9,3,0.2308,60.4
5095,2932,1,4,0.0952,440.41
5095,2277,2,4,0.0952,220.21
5095,2845,3,6,0.1429,198.19
5095,4738,4,5,0.119,173.85
5095,5201,5,4,0.0952,155.44
5095,4646,6,3,0.0714,152.45
5095,2558,7,4,0.0952,132.12
5095,4403,8,3,0.0714,110.1
5095,2394,9,4,0.0952,85.24
5095,2036,10,4,0.0952,82.58
2782,6950,1,5,0.0685,50.01
2782,244,2,5,0.0685,40.43
2782,5905,3,7,0.0959,36.95
2782,4656,4,3,0.0411,36.78
2782,6424,5,4,0.0548,31.03
2782,4955,6,4,0.0548,30.41
2782,3136,7,4,0.0548,28.15
2782,3242,8,4,0.0548,27.64
2782,3990,9,3,0.0411,20.36
2782,5664,10,3,0.0411,19.0
764,2366,1,6,0.25,385.36
764,3846,2,3,0.125,315.3
764,4825,3,3,0.125,204.01
764,3294,4,3,0.125,115.61
764,3202,5,3,0.125,86.71
764,5702,6,3,0.125,32.41
2366,6353,1,4,0.2222,685.09
2366,4825,2,6,0.3333,544.04
2366,764,3,6,0.3333,385.36
2366,1660,4,3,0.1667,385.36
2366,3294,5,5,0.2778,256.91
2366,3494,6,3,0.1667,177.86
2366,3375,7,3,0.1667,171.27
2366,524,8,3,0.1667,159.46
2366,5080,9,3,0.1667,105.1
2366,485,10,4,0.2222,90.67
5632,3547,1,9,0.1636,52.79
5632,4147,2,3,0.0545,47.29
5632,3425,3,3,0.0545,34.4
5632,5948,4,3,0.0545,33.63
5632,4500,5,8,0.1455,31.04
5632,1677,6,3,0.0545,21.32
5632,3392,7,3,0.0545,11.38
5948,2518,1,6,0.1333,112.11
5948,23,2,4,0.0889,85.05
5948,6734,3,5,0.1111,65.59
5948,3365,4,3,0.0667,61.66
5948,1410,5,3,0.0667,57.8
5948,1884,6,3,0.0667,57.8
5948,5213,7,4,0.0889,57.36
5948,5554,8,7,0.1556,54.63
5948,6752,9,3,0.0667,54.4
5948,3958,10,3,0.0667,48.68
6734,5948,1,5,0.1064,65.59
6734,1887,2,3,0.0638,63.25
6734,2761,3,3,0.0638,57.13
6734,2490,4,3,0.0638,52.09
6734,4850,5,3,0.0638,46.61
6734,4749,6,4,0.0851,41.43
6734,5213,7,3,0.0638,41.19
6734,1389,8,5,0.1064,33.93
5278,307,1,5,0.4167,608.46
5278,2617,2,3,0.25,58.78
6285,7167,1,3,0.25,433.53
7167,6285,1,3,0.1875,433.53
7167,7087,2,3,0.1875,92.9
7167,861,3,4,0.25,83.57
3463,7136,1,3,0.6,2080.95
3463,6694,2,3,0.6,1280.58
6694,3463,1,3,0.2308,1280.58
6694,7136,2,4,0.3077,1067.15
7136,3463,1,3,0.375,2080.95
7136,6694,2,4,0.5,1067.15
3052,3365,1,3,0.075,69.36
3052,3851,2,3,0.075,45.24
3851,6449,1,4,0.087,77.83
3851,3052,2,3,0.0652,45.24
3851,5702,3,3,0.0652,16.91
4185,4306,1,3,0.0612,62.92
4185,6840,2,5,0.102,56.62
4185,2672,3,5,0.102,37.25
4185,4559,4,6,0.1224,20.47
4185,113,5,4,0.0816,15.95
4185,1785,6,7,0.1429,15.67
307,5278,1,5,0.2632,608.46
3395,5247,1,3,0.5,3468.25
5247,3395,1,3,0.75,3468.25
3429,1884,1,3,0.0435,37.7
3429,2537,2,3,0.0435,37.7
3429,2454,3,3,0.0435,31.75
3429,5955,4,3,0.0435,26.22
3429,6681,5,5,0.0725,25.13
3429,790,6,4,0.058,24.37
3429,5626,7,3,0.0435,15.87
3429,6336,8,3,0.0435,8.74
3429,2390,9,3,0.0435,8.04
3429,4283,10,4,0.058,5.27
2975,2617,1,3,0.2308,54.26
6268,6541,1,5,0.7143,3963.71
6268,4717,2,4,0.5714,3170.97
6268,5332,3,3,0.4286,1981.86
6541,4717,1,4,0.8,4439.36
6541,6268,2,5,1.0,3963.71
6541,5332,3,3,0.6,2774.6
3090,5628,1,4,0.25,330.31
3090,294,2,3,0.1875,153.01
5628,3345,1,3,0.1429,440.41
5628,3090,2,4,0.1905,330.31
5628,5539,3,5,0.2381,244.67
4717,6541,1,4,0.8,4439.36
4717,5332,2,4,0.8,3699.47
4717,6268,3,4,0.8,3170.97
5332,4717,1,4,0.6667,3699.47
5332,6541,2,3,0.5,2774.6
5332,6268,3,3,0.5,1981.86
5425,6232,1,26,0.3333,42.04
5425,2501,2,4,0.0513,24.53
5425,5962,3,8,0.1026,19.1
5425,2672,4,3,0.0385,14.04
1306,1632,1,4,0.0556,192.68
1306,854,2,3,0.0417,165.15
1306,3048,3,3,0.0417,144.51
1306,5024,4,5,0.0694,87.58
1306,5139,5,5,0.0694,64.23
1306,6134,6,5,0.0694,55.05
1306,6633,7,7,0.0972,44.96
1306,822,8,7,0.0972,32.5
1306,215,9,3,0.0417,30.42
1306,5795,10,3,0.0417,30.42
5024,1306,1,5,0.2273,87.58
3086,4691,1,3,0.25,433.53
4691,3086,1,3,0.1875,433.53
4691,302,2,3,0.1875,226.19
933,412,1,3,0.1765,612.04
933,1654,2,3,0.1765,63.59
933,5066,3,3,0.1765,10.2
1654,2624,1,13,0.1688,78.07
1654,5545,2,3,0.039,67.56
1654,933,3,3,0.039,63.59
1654,3922,4,3,0.039,56.9
1654,2405,5,9,0.1169,38.61
1654,1817,6,7,0.0909,34.09
1654,1635,7,3,0.039,12.87
1654,3590,8,3,0.039,7.35
1654,5066,9,3,0.039,2.25
3922,1817,1,3,0.1579,59.2
3922,1654,2,3,0.1579,56.9
3922,2405,3,3,0.1579,52.15
5545,2405,1,5,0.3125,103.22
5545,2624,2,3,0.1875,86.71
5545,1654,3,3,0.1875,67.56
134,5965,1,6,0.24,30.83
134,2063,2,3,0.12,22.5
134,4609,3,3,0.12,9.54
5068,1640,1,11,0.3143,193.78
5068,1147,2,4,0.1143,113.25
5068,5965,3,3,0.0857,11.01
3606,2295,1,4,0.2222,474.29
3606,5975,2,7,0.3889,126.94
3606,1533,3,6,0.3333,63.35
3606,1291,4,4,0.2222,25.48
3606,5066,5,6,0.3333,19.27
215,5678,1,4,0.1053,126.98
215,1160,2,3,0.0789,68.45
215,1306,3,3,0.0789,30.42
1160,2053,1,3,0.0938,78.82
1160,215,2,3,0.0938,68.45
1160,217,3,4,0.125,66.7
1160,602,4,3,0.0938,38.82
4290,1291,1,3,0.3,34.4
6588,4561,1,8,0.16,113.83
6588,3958,2,5,0.1,73.02
6588,609,3,5,0.1,73.02
6588,6468,4,3,0.06,55.49
6588,340,5,3,0.06,55.49
6588,3904,6,3,0.06,53.7
6588,2490,7,3,0.06,48.96
6588,4398,8,3,0.06,48.96
6588,2862,9,3,0.06,26.01
6588,1002,10,3,0.06,24.85
6023,915,1,6,0.1714,95.13
6023,6450,2,3,0.0857,17.88
6023,4536,3,4,0.1143,13.21
3078,3359,1,5,0.082,81.22
3078,5464,2,4,0.0656,49.17
3078,1884,3,3,0.0492,42.64
3078,7147,4,3,0.0492,36.88
3078,6738,5,4,0.0656,33.69
3078,5554,6,4,0.0656,23.03
3078,1389,7,3,0.0492,15.68
3078,4500,8,4,0.0656,14.0
3078,4248,9,3,0.0492,8.37
5464,3847,1,3,0.0811,74.99
5464,2761,2,3,0.0811,72.57
5464,2904,3,3,0.0811,70.3
5464,171,4,3,0.0811,70.3
5464,5362,5,3,0.0811,66.17
5464,2108,6,3,0.0811,64.28
5464,3078,7,4,0.1081,49.17
5464,1389,8,3,0.0811,25.86
5464,4816,9,3,0.0811,9.37
6257,7124,1,8,0.1569,189.23
6257,6982,2,13,0.2549,105.56
6257,6759,3,4,0.0784,43.52
3496,1348,1,5,0.2632,20.4
3653,357,1,4,0.3333,136.01
563,6749,1,3,0.0588,125.55
563,645,2,3,0.0588,68.0
563,643,3,15,0.2941,49.16
563,5868,4,3,0.0588,37.09
563,7087,5,3,0.0588,29.14
563,2271,6,4,0.0784,29.02
563,2617,7,6,0.1176,27.66
563,7000,8,3,0.0588,24.36
563,4503,9,5,0.098,17.11
656,3779,1,8,0.6667,1541.44
656,300,2,4,0.3333,1156.08
656,6615,3,4,0.3333,770.72
656,2071,4,4,0.3333,544.04
656,4211,5,3,0.25,533.58
656,2543,6,4,0.3333,462.43
656,5388,7,4,0.3333,385.36
656,1772,8,3,0.25,301.59
3779,656,1,8,0.6667,1541.44
3779,300,2,4,0.3333,1156.08
3779,6615,3,5,0.4167,963.4
3779,2543,4,5,0.4167,578.04
3779,4211,5,3,0.25,533.58
3779,2071,6,3,0.25,408.03
3779,5388,7,4,0.3333,385.36
3779,894,8,3,0.25,266.79
2071,656,1,4,0.2353,544.04
2071,6778,2,3,0.1765,445.12
2071,3779,3,3,0.1765,408.03
2071,1772,4,5,0.2941,354.81
2071,5388,5,5,0.2941,340.02
2071,293,6,4,0.2353,283.85
2071,2543,7,3,0.1765,244.82
6859,1534,1,4,0.1667,51.38
6859,5988,2,3,0.125,11.92
394,1715,1,3,1.0,4624.33
1715,394,1,3,0.5,4624.33
2217,1734,1,6,0.0952,220.21
2217,5560,2,5,0.0794,78.65
2217,2008,3,3,0.0476,77.72
2217,31,4,4,0.0635,60.75
3417,4206,1,4,0.1053,94.21
3417,773,2,3,0.0789,39.83
1410,753,1,3,0.0938,104.05
1410,2036,2,3,0.0938,81.29
1410,1557,3,3,0.0938,63.44
1410,5948,4,3,0.0938,57.8
1410,4955,5,3,0.0938,52.02
1410,4618,6,3,0.0938,49.08
1410,5664,7,3,0.0938,43.35
1410,2653,8,3,0.0938,29.56
5664,5448,1,4,0.0667,61.66
5664,4227,2,3,0.05,55.49
5664,6070,3,3,0.05,47.84
5664,3139,4,3,0.05,47.84
5664,1410,5,3,0.05,43.35
5664,2518,6,3,0.05,42.04
5664,7035,7,3,0.05,33.84
5664,2184,8,5,0.0833,31.25
5664,6495,9,3,0.05,30.16
5664,3841,10,4,0.0667,25.34
983,2723,1,3,0.0455,252.24
983,1660,2,3,0.0455,105.1
983,4825,3,4,0.0606,98.92
983,7189,4,3,0.0455,52.55
983,790,5,5,0.0758,31.85
983,7035,6,3,0.0455,30.76
983,6681,7,5,0.0758,26.27
983,5099,8,7,0.1061,23.92
983,3996,9,3,0.0455,21.38
983,6425,10,3,0.0455,20.68
3868,7014,1,5,0.2,308.29
3868,6817,2,3,0.12,114.81
7014,3868,1,5,0.2778,308.29
5985,6697,1,6,0.4286,699.48
6697,5985,1,6,0.3529,699.48
3178,1008,1,8,0.5333,986.52
3178,5204,2,11,0.7333,813.88
1859,2780,1,5,0.119,127.04
1859,2591,2,5,0.119,67.41
1859,1534,3,4,0.0952,29.36
1859,357,4,3,0.0714,29.14
1859,1858,5,3,0.0714,22.78
1859,4582,6,3,0.0714,8.54
617,2036,1,3,0.0462,40.02
617,4939,2,3,0.0462,12.43
617,4283,3,4,0.0615,5.6
6035,705,1,6,0.3529,489.64
6035,6453,2,5,0.2941,233.16
4313,5567,1,5,0.0463,64.23
4313,5080,2,7,0.0648,40.87
4313,6836,3,3,0.0278,38.54
4313,1842,4,3,0.0278,26.58
4313,3139,5,3,0.0278,26.58
4313,3968,6,3,0.0278,23.36
4313,2918,7,3,0.0278,22.67
4313,2174,8,4,0.037,20.15
